parcelid,latitude,longitude
14451663,33412376,-117610412
14466486,33574267,-117667773
14479331,33602154,-117638104
14479469,33595763,-117645752
14485425,33621241,-117607571
14488895,33610105,-117640501
14497920,33647340,-117586124
14498450,33646533,-117594302
14506208,33659798,-117613902
13977922,33683619,-118004848
17130011,34234057,-119005614
14135127,33886909,-117955229
14135316,33885790,-117953040
11163453,34381069,-118550197
14329129,33571734,-117831143
11237051,34545231,-118063504
11271462,34669367,-118168577
11686783,34025168,-118795886
11690269,34039151,-118871078
11312892,34674716,-118094972
11313041,34662457,-118108131
17055638,34453868,-119241046
17085993,34258359,-119269673
17153743,34186874,-119223964
14455132,33486042,-117582739
14284620,33716551,-117824191
11318424,34683188,-118221145
14077845,33726565,-118041833
14320201,33631335,-117810760
14099255,33795409,-118022421
14310916,33660126,-117806151
11302873,34688368,-118064326
14161900,33908985,-117845808
17069053,34401295,-119299445
17073912,34303361,-119283049
17113562,34269215,-119176167
17124512,34237743,-119087637
17125498,34245186,-119031215
17132131,34244100,-118990219
17136282,34238665,-119028089
17150289,34195295,-119215312
17168585,34156652,-119178999
17219972,34214250,-118838993
17237218,34280190,-118706646
17240259,34286499,-118685573
17240382,34289061,-118680207
17256091,34265251,-118737557
17283513,34197458,-118841105
17288827,34190129,-118784816
10734033,34165226,-118632614
10738226,34162811,-118755481
10771143,34205865,-118591707
10773900,34204882,-118564945
10785976,34184626,-118555188
10796766,34175576,-118565971
10808363,34164019,-118601077
10826383,34202436,-118437819
10833783,34207093,-118499697
10838223,34188938,-118483669
10843889,34175156,-118457936
10876055,34214536,-118390475
10890600,34178764,-118374415
10891469,34178210,-118384313
10913221,34143427,-118423601
10914846,34134273,-118382811
10917594,34142118,-118410127
10985069,34272233,-118413319
10988879,34250226,-118359883
10992780,34267620,-118307347
10996014,34260257,-118303096
10997834,34256255,-118310219
11014974,34297812,-118509599
11032256,34227051,-118441469
11038055,34256825,-118427172
11039798,34260361,-118455159
11043048,34234314,-118458176
11059744,34247527,-118495627
11079496,34244976,-118611316
11085733,34253486,-118610818
11118205,34432058,-118537842
11157262,34381652,-118415297
11189205,34599403,-118183668
11194875,34609227,-118129664
11201035,34579009,-118096933
11225705,34563026,-117929336
11234406,34555517,-118077532
11235182,34553416,-118070310
11240437,34546409,-118136607
11245039,34471483,-117841895
11260474,34634026,-118216469
11260742,34634575,-118229044
11269263,34671087,-118175580
11275461,34706056,-118157597
11276030,34714410,-118164414
11285910,34684337,-118144139
11290377,34685719,-118116564
11291275,34686953,-118123931
11291720,34683697,-118121214
11294868,34695476,-118109766
11295975,34700221,-118110530
11298428,34677494,-118095619
11405364,33955999,-118366147
11417209,33932907,-118354220
11458331,33961876,-118399995
11458669,33965515,-118396175
11461870,33960923,-118417129
11462449,33963199,-118426655
11481590,33915758,-118361944
11501295,33877277,-118398288
11533444,33988536,-118427038
11548805,33995135,-118452457
11559289,34038027,-118423657
11599916,34047522,-118383146
11659598,34057628,-118474784
11666049,34043137,-118564540
11667227,34050673,-118535420
11688382,34036622,-118841109
11698557,33990585,-118348526
11702590,33995554,-118310778
11703480,34003038,-118303142
11705598,33996661,-118282405
11712324,34010617,-118352730
11712593,34005602,-118355745
11714871,34017925,-118329783
11726930,34028261,-118355327
11745961,34042494,-118300579
11750101,34053484,-118327651
11751639,34057713,-118339241
11752916,34052378,-118354669
11807901,34072230,-118215772
11849017,34055020,-118121938
11849217,34046381,-118124128
11850751,34040079,-118138850
11852483,34018687,-118096274
11887529,34124582,-118130477
11891257,34124072,-118105422
11893628,34100659,-118122417
11904156,34070991,-118158458
11909770,34072196,-118112877
11911834,34089191,-118102543
11919217,34096844,-118086122
11943718,34090231,-118282826
11946380,34096447,-118270260
11977112,34123093,-118192848
11992240,34082067,-118304513
11993050,34081381,-118310548
11995827,34079962,-118336031
11998618,34081638,-118357309
12003601,34093169,-118331745
12034081,34109558,-118313580
12037879,34105151,-118283018
12039395,34128322,-118269044
12047840,34180710,-118238490
12049835,34186046,-118282865
12054799,34164277,-118307011
12075282,34192055,-118199689
12075864,34182614,-118205169
12077370,34152828,-118231497
12079417,34155199,-118227787
12114343,34150835,-118121054
12116985,34167352,-118100876
12120897,34144185,-118091672
12122409,34155542,-118090033
12123701,34157598,-118081400
12127366,34168616,-118073588
12133151,34157685,-118066066
12189162,33979227,-118278469
12217366,33948756,-118240746
12233608,33933060,-118259726
12234074,33937642,-118267254
12237283,33931247,-118304154
12258194,33904470,-118270690
12261725,33893209,-118260042
12293891,33926419,-118193597
12308707,33965174,-118199797
12327823,33923114,-118155981
12331553,33947413,-118122272
12332340,33944316,-118123726
12385237,33959259,-118123823
12386878,33960834,-118125198
12388932,33973646,-118109416
12404038,33886494,-118080094
12411205,33869440,-118042890
12416717,33868880,-118093787
12427908,33842831,-118089118
12437168,33822229,-118073580
12450741,33868450,-118154431
12472013,33850773,-118147499
12474112,33848411,-118161022
12482012,33868074,-118135920
12482334,33855603,-118136913
12484024,33847683,-118129579
12485722,33847952,-118107911
12498242,33800373,-118199121
12498886,33792166,-118198044
12500959,33797394,-118196838
12529391,33773157,-118125747
12563593,33882121,-118202112
12579339,33827647,-118242917
12593215,33840382,-118289351
12609779,33810777,-118320487
12611825,33803401,-118315951
12621462,33811341,-118296198
12636616,33796401,-118212293
12639392,33803410,-118300872
12640952,33761020,-118297581
12651944,33733188,-118307182
12653894,34034689,-118274886
12659888,33854864,-118383895
12660669,33849977,-118387162
12673000,33828720,-118362574
12696163,33753825,-118320057
12706744,33788879,-118361077
12709193,33760408,-118412543
12720407,33927053,-118077383
12728837,33935364,-118040037
12739619,33907061,-118026698
12744074,33916621,-118101715
12744143,33915370,-118099991
12752101,33901000,-118004844
12758270,33892708,-118096277
12779635,33989216,-118030425
12794536,33939904,-118034061
12795910,33953707,-118017597
12797415,33949393,-118023570
12822006,33993512,-117986399
12835355,34008473,-117962524
12841239,34042416,-117936719
12842651,34016412,-117934989
12855367,33970989,-117840904
12857944,33965435,-117979427
12858665,33989936,-117826501
12907105,34114587,-117796312
12928175,34080787,-117947206
12930731,34080635,-117906089
12944206,34069938,-117946140
12962561,34118159,-118007904
12996018,34082967,-118029774
13019609,34126544,-117917847
13025412,34125941,-117895183
13030559,34132177,-117879237
13031973,34150149,-117858661
13035496,34117312,-117837144
13037704,34134860,-117853534
13042890,34145681,-117839042
13049648,34123154,-117760503
13051679,34130336,-117716653
13085905,34025194,-117906442
13087839,34015542,-117898626
13089796,34019739,-117880443
13099687,34000035,-117839629
13844879,33733783,-117869285
13853598,33924187,-117968446
13867250,33887077,-117909587
13867565,33881096,-117905174
13872482,33872579,-117945219
13922603,33833596,-117900006
13928105,33787100,-118074000
13947775,33769575,-117970526
13952298,33769346,-117939485
13956705,33751412,-117933866
13957952,33774043,-117922179
13961047,33745685,-117804100
13964408,33746851,-117583425
13996551,33813268,-117954347
14010071,33775069,-117963266
14029818,33731347,-117967329
14037895,33742027,-118013223
14054842,33673233,-117957856
14067472,33714410,-118027677
14077497,33725909,-118058735
14081189,33716456,-118064892
14089591,33762831,-118035442
14116541,33826139,-117887667
14118520,33816421,-117878834
14131759,33862897,-118007080
14139585,33905248,-117898831
14153009,33938095,-117916133
14183491,33881757,-117829251
14186656,33864647,-117798322
14197083,33908112,-117762827
14202664,33879436,-117704257
14212209,33840282,-117826509
14216930,33836970,-117779988
14225199,33833629,-117859952
14227544,33806142,-117848140
14247233,33760000,-117806610
14289792,33691154,-117801613
14307664,33676421,-117813258
14317947,33615858,-117846022
14337439,33781084,-117776239
14338367,33791932,-117765179
14344915,33711501,-117763466
14349116,33729791,-117757919
14365155,33676942,-117628943
14369225,33645331,-117665773
14372947,33645026,-117688327
14394246,33581152,-117706319
14397405,33539726,-117690896
14401820,33538586,-117774701
14406261,33498737,-117670003
14408287,33532132,-117671043
14420332,33506401,-117725862
14423734,33503388,-117640898
14425718,33484868,-117682715
14432559,33485489,-117698823
14432905,33484922,-117694836
14439839,33478319,-117630304
14440585,33468706,-117636656
14469260,33589255,-117623220
14473537,33588662,-117669260
14477630,33642222,-117632478
14484251,33612597,-117619540
14486628,33619770,-117655829
14487927,33607506,-117642576
14496322,33653242,-117578027
14477004,33622650,-117630703
11314668,34709356,-118117284
14128824,33845883,-117859921
13921323,33822369,-117995255
14323184,33660398,-117777775
13059588,34009646,-117801375
11178949,34463867,-118619556
11281171,34685910,-118181592
14157201,33926124,-117843988
14184207,33874021,-117838746
12378334,34002197,-118105270
14144488,33899978,-117981791
14327333,33620105,-117815698
14458039,33536326,-117645632
11325325,34488562,-118181249
10744103,34154097,-118745291
14291196,33698383,-117805534
11751451,34049366,-118334288
10840334,34189391,-118444112
14387176,33597469,-117725970
12409306,33879506,-118093297
11321085,34663998,-118233647
14370788,33654009,-117668893
14131342,33858085,-118020403
13960354,33765857,-117904003
17053435,34440462,-119264156
17057099,34442879,-119217760
17060297,34450541,-119244638
17083567,34273578,-119233367
17097763,34357608,-119073147
17100866,34347569,-119083104
17104666,34253053,-119061208
17118458,34228564,-119186746
17125637,34243005,-119027856
17131929,34239776,-119009603
17145856,34228979,-119206004
17193392,34172389,-118973591
17193661,34178557,-118987661
17197719,34267123,-118910859
17199484,34265390,-118889796
17226997,34295340,-118735341
17233288,34279949,-118726668
17249012,34250815,-118777000
17255777,34269510,-118731114
17262255,34267967,-118678087
17263690,34270701,-118658207
17267355,34162136,-118943153
17275214,34187249,-118848539
17282433,34188454,-118865601
17299061,34183742,-118754940
10760185,34132974,-118616239
10764997,34215353,-118560072
10767077,34214242,-118578130
10783077,34180657,-118545177
10783752,34196189,-118551762
10801067,34179478,-118522234
10802435,34167201,-118539358
10816810,34153472,-118519878
10816956,34162348,-118534168
10824822,34220917,-118435113
10829388,34197054,-118451391
10834574,34203579,-118516014
10846846,34169691,-118437643
10849389,34169168,-118460555
10874767,34215358,-118403003
10893683,34176913,-118407714
10895636,34165135,-118416750
10914122,34147507,-118415091
10937403,34178362,-118340559
10938451,34159454,-118315578
10939468,34161736,-118320919
10994124,34264774,-118283822
11002440,34264500,-118293660
11011130,34320651,-118472425
11014852,34296708,-118516701
11016059,34284502,-118499673
11019340,34267890,-118451657
11048411,34251810,-118460760
11049661,34274322,-118453343
11060606,34239459,-118495384
11062714,34227442,-118504627
11098184,34221939,-118578594
11139628,34376621,-118542785
11184035,34619501,-118184717
11184513,34614012,-118183767
11201105,34577000,-118095519
11213894,34574345,-118051256
11222541,34504786,-117905387
11225963,34561201,-117927097
11228353,34529731,-117967830
11239265,34555444,-118098519
11248218,34622457,-117828838
11249156,34626757,-117813388
11249819,34610955,-117822758
11298729,34681665,-118107380
11301303,34692848,-118087840
11304431,34687605,-118186338
11322558,34614729,-118276685
11342437,34444813,-118515800
11345150,34455053,-118511343
11384738,34691746,-117967659
11391254,33985642,-118331402
11430830,33897642,-118310357
11472230,33926383,-118419624
11487944,33875480,-118361757
11530680,33993786,-118412355
11533545,33986348,-118424859
11540431,33991479,-118429790
11554109,34008529,-118433506
11559543,34036767,-118428092
11575446,34017978,-118461299
11636408,34079259,-118399801
11639839,34087142,-118423596
11641611,34097904,-118430209
11656824,34095164,-118393843
11664140,34047337,-118534296
11664516,34040991,-118533609
11668832,34050694,-118517164
11669561,34061187,-118502896
11678706,34037133,-118614721
11680851,34130773,-118655721
11692487,34074108,-118478353
11696765,33994188,-118328837
11710010,34006669,-118322746
11737342,34043198,-118355618
11756308,34060786,-118328216
11830375,34025100,-118157374
11852990,34020939,-118101447
11943986,34088487,-118279796
11948233,34111660,-118276793
11970474,34119527,-118219244
11972577,34121096,-118200621
11995705,34081305,-118339422
12006697,34087804,-118299955
12021919,34093515,-118388790
12026353,34109161,-118367737
12041544,34242948,-118260163
12078683,34165216,-118218039
12088763,34131804,-118208226
12091452,34140157,-118188341
12112862,34141057,-118112394
12115100,34161393,-118121276
12122983,34166953,-118091869
12127590,34171747,-118067794
12142210,34121171,-118031174
12163186,34192457,-118148135
12169397,34188340,-118126609
12179659,34223283,-118221810
12183678,33985377,-118276060
12195411,33973392,-118291803
12200549,33962519,-118244017
12220262,33947054,-118271335
12228747,33941818,-118249790
12231144,33936694,-118234063
12239640,33924004,-118265179
12241576,33924537,-118273324
12246421,33866684,-118306380
12260737,33898857,-118253721
12263544,33884051,-118240402
12273349,33910539,-118233012
12283719,33918200,-118200188
12336099,33921988,-118151766
12360055,33983244,-118208343
12371762,34016095,-118141059
12371937,34015687,-118136901
12404851,33885978,-118068802
12409583,33880760,-118101402
12428301,33842868,-118085608
12449151,33868013,-118174101
12456322,33851042,-118173934
12456974,33850274,-118185941
12458098,33850012,-118190328
12458703,33851560,-118197336
12467207,33825795,-118172924
12483680,33855427,-118118732
12491751,33828934,-118117002
12492143,33835752,-118110459
12527492,33751753,-118120247
12532372,33762725,-118135621
12606004,33815317,-118277737
12664178,33832894,-118379300
12680880,33818356,-118365850
12684308,33785506,-118334744
12693804,33778383,-118318088
12699866,33737692,-118326266
12714522,33762802,-118404752
12724455,33920940,-118093042
12743322,33916443,-118091967
12744290,33912170,-118099075
12777676,34030885,-118023510
12782772,33987844,-118047524
12787439,33971602,-118030748
12789094,33968513,-118022680
12790966,33947660,-118010732
12818357,34018141,-117981679
12825131,33930731,-118011506
12825400,33930704,-118000567
12829409,33943339,-117981892
12850917,33985112,-117891625
12873038,34073479,-117735437
12883601,34067289,-117758076
12890886,34070056,-117765484
12914117,34103052,-117891009
12915497,34103526,-117922855
12915819,34100449,-117921492
12931631,34083662,-117882393
12934032,34069728,-117833507
12948534,34071462,-117899456
12949850,34065132,-117883682
12950808,34061233,-117891439
12954224,34057248,-117916177
12956396,34047174,-117886737
12963246,34125110,-117997709
12979707,34085565,-117969069
12984627,34065794,-118013440
13029011,34109275,-117887299
13047245,34133689,-117772296
13049450,34118278,-117761359
13049626,34122302,-117764032
13050108,34134712,-117759949
13054488,34144109,-117770410
13059932,33996881,-117802970
13063896,34048465,-117786208
13089259,34021975,-117870971
13098644,33988570,-117876485
13100271,33992825,-117852492
13848287,33718838,-117881937
13856262,33909430,-117969697
13858757,33671245,-118008748
13871337,33877813,-117943652
13871832,33879550,-117939660
13875460,33872024,-117909617
13886607,33746202,-118105753
13911127,33842238,-117974467
13925479,33789185,-118073166
13925894,33780843,-118076536
13927469,33784691,-118088262
13938439,33793161,-117814339
13948242,33752432,-117957745
13959331,33770801,-117914956
13965791,33743586,-117976531
13969339,33732125,-117937369
13971825,33734131,-117945358
13980262,33634232,-117896255
13992877,33830915,-117948190
13998435,33785050,-118021620
13999165,33791361,-118033441
14006929,33794652,-117981687
14012476,33813478,-118015370
14016952,33849128,-118003564
14022972,33713536,-117885964
14030640,33722140,-117970420
14043944,33653831,-117983247
14047405,33657193,-117961774
14048012,33668642,-117964213
14053202,33675351,-117972852
14053944,33678564,-117962333
14054474,33682335,-117959022
14054943,33675439,-117956268
14056841,33676665,-117979392
14058193,33671080,-117948250
14061176,33695603,-117961053
14062311,33698393,-117955103
14081895,33729408,-118055860
14094079,33781363,-117978934
14110889,33823511,-118037365
14112017,33821413,-118039338
14112837,33827347,-118041322
14114370,33828181,-117935815
14115088,33820690,-117937254
14140396,33891229,-117905110
14183323,33885356,-117839649
14187048,33873484,-117805966
14192559,33870862,-117782544
14197985,33878640,-117763953
14198545,33890753,-117767869
14204867,33854229,-117728762
14206385,33847673,-117774212
14210329,33842400,-117854000
14210551,33842330,-117846893
14232412,33798859,-117768711
14236430,33794820,-117847332
14243915,33789932,-117781128
14253183,33757157,-117836467
14253818,33757078,-117843900
14260313,33755452,-117877154
14295508,33634499,-117883068
14304595,33687852,-117781094
14304979,33693958,-117787849
14314562,33605810,-117862956
14322505,33670264,-117772208
14338713,33786269,-117761334
14372779,33633777,-117685707
14373747,33652063,-117702075
14407376,33511905,-117684838
14439940,33469702,-117626745
14443793,33457736,-117607315
14444881,33428167,-117600965
14445411,33420122,-117593884
14446921,33454358,-117656190
14448787,33451409,-117646884
14460846,33562888,-117588406
14468915,33597328,-117621247
14469015,33586552,-117625379
14472186,33581740,-117645129
14473392,33591633,-117664845
14476324,33617848,-117635244
14476847,33624205,-117634771
14476939,33626774,-117633952
14478987,33601609,-117640395
14490734,33610427,-117661461
14496346,33645048,-117584515
14500995,33653827,-117634001
14503631,33649661,-117645402
14508696,33710441,-117636311
12122611,34153632,-118092266
11185741,34619148,-118191524
14282627,33637814,-117907251
14323308,33662502,-117777384
14157325,33925405,-117844595
14352694,33732020,-117767462
14438129,33457021,-117621920
14390733,33582423,-117687423
14166216,33902862,-117798258
11241326,34487900,-118172000
11300440,34696174,-118082999
12016855,34094604,-118358667
11268451,34641827,-118205869
11324239,34563673,-118167279
17201352,34270226,-118879333
14224991,33818075,-117844757
11614461,34043830,-118435248
11321664,34668887,-118235880
12709460,33752199,-118410033
11318335,34681836,-118232303
11690479,34043175,-118882061
14387154,33597093,-117725051
14293070,33662032,-117884124
11193631,34583026,-118156750
17151300,34185255,-119216229
12233000,33934674,-118263920
17060397,34392639,-119298616
17061026,34431612,-119162486
17064697,34400749,-118925162
17071818,34289577,-119222405
17080537,34267138,-119257932
17081937,34275110,-119248929
17108404,34272317,-119161291
17117385,34224684,-119191481
17118943,34232113,-119193068
17135472,34223948,-119042680
17142895,34234364,-118985643
17145388,34226714,-119202986
17155121,34178386,-119206945
17157799,34186857,-119236858
17165378,34184214,-119179733
17169186,34162452,-119181944
17186862,34159609,-119148175
17192439,34181336,-118958967
17200739,34264892,-118869299
17233266,34281152,-118725726
17246289,34254096,-118737723
17253144,34263628,-118769022
17260086,34272706,-118662647
17265411,34179917,-118916560
17273900,34189109,-118950329
10719792,34202918,-118618274
10732039,34169750,-118619941
10733353,34169813,-118623456
10757938,34162307,-118617970
10774777,34211100,-118557457
10801391,34178635,-118521781
10819598,34205856,-118509279
10827614,34198125,-118443746
10836088,34187047,-118511039
10846755,34170754,-118435460
10852441,34167818,-118505193
10853400,34163769,-118494462
10853423,34162255,-118493964
10853776,34162047,-118489799
10857787,34155875,-118450755
10858921,34147011,-118442389
10865780,34135266,-118481522
10876034,34215071,-118389846
10878761,34203433,-118381730
10894954,34168092,-118425363
10895468,34168914,-118414951
10899399,34160559,-118374144
10909961,34148116,-118402434
10942491,34179647,-118323790
10955105,34200046,-118329762
10961027,34160240,-118334484
10970111,34318643,-118425805
10973454,34288538,-118413781
10974195,34297670,-118433476
10975912,34287411,-118436058
10982129,34280152,-118385899
10995672,34262100,-118306729
11003833,34256171,-118278911
11023191,34246450,-118428599
11023743,34251792,-118422212
11047583,34255189,-118467377
11052266,34252571,-118481064
11057505,34276101,-118491234
11060967,34233167,-118488781
11061551,34235368,-118489502
11062301,34233710,-118507010
11073369,34271778,-118520030
11088382,34243646,-118575747
11088719,34249707,-118572177
11098607,34223887,-118565426
11100781,34225774,-118552384
11109082,34448176,-118522348
11138440,34374723,-118554845
11184752,34624471,-118209674
11187728,34592580,-118153664
11196988,34577423,-118123211
11206460,34565397,-118059129
11207593,34586012,-118072161
11212742,34569185,-118035499
11226774,34551519,-117953533
11227213,34545220,-117939918
11247779,34620283,-117846192
11250300,34607438,-117811725
11261067,34635632,-118218140
11269699,34662068,-118171118
11270627,34665275,-118166902
11287302,34692007,-118138545
11289996,34682391,-118127134
11290065,34680342,-118124317
11298207,34677368,-118101131
11312465,34671849,-118068117
11344260,34454594,-118521234
11492275,33862618,-118365455
11502476,33891525,-118407781
11529320,33991388,-118397168
11552897,34008253,-118442339
11553243,34009648,-118439740
11559765,34034421,-118431833
11579627,34044487,-118492575
11589700,34003400,-118487000
11601411,34050448,-118384436
11618951,34063894,-118429454
11651603,34119050,-118447616
11656848,34062698,-118470769
11658778,34060888,-118475566
11660951,34052212,-118494814
11701474,33998721,-118328814
11708212,34003951,-118305088
11724226,34021633,-118336100
11757240,34060751,-118317105
11849788,34040761,-118115947
11861084,34040862,-118078370
11866449,34071671,-118077616
11886865,34124066,-118143652
11921189,34125862,-118087077
11944375,34087327,-118276492
11948661,34109799,-118266036
11972095,34117881,-118210689
11978047,34122727,-118180502
12029018,34108385,-118326261
12042136,34236931,-118262167
12049600,34206778,-118244779
12051281,34182021,-118294856
12055380,34160245,-118296166
12056539,34166451,-118277690
12077915,34155703,-118219945
12089929,34137813,-118202008
12108251,34164446,-118132445
12109341,34156742,-118128937
12129945,34170896,-118024077
12130191,34162184,-118030577
12130291,34165733,-118025485
12131981,34161255,-118042034
12153598,34208302,-118200768
12155927,34208249,-118177530
12160409,34198175,-118155425
12161996,34200412,-118150409
12174161,34176611,-118099089
12181386,33988578,-118293047
12190814,33977578,-118293996
12197853,33971437,-118256123
12207118,33966987,-118312289
12229092,33942826,-118240874
12232520,33937516,-118249010
12265417,33897472,-118248263
12274078,33907822,-118231347
12303756,33937878,-118209520
12326286,33915819,-118167022
12342837,33895428,-118134386
12344198,33894665,-118119629
12348025,33910195,-118130842
12360491,33985688,-118220028
12376253,34014743,-118107839
12386734,33966030,-118129304
12388191,33960606,-118112157
12390423,33999403,-118087198
12395412,33975200,-118099949
12435142,33821375,-118094894
12464384,33830738,-118194572
12471340,33845018,-118148449
12490187,33839248,-118138666
12496717,33817868,-118113142
12513643,33792409,-118129491
12521631,33785907,-118096959
12527516,33752168,-118118696
12541022,33787457,-118158712
12607170,33819538,-118343870
12646989,33740430,-118293896
12650312,33732916,-118284591
12657827,34024723,-118297968
12662023,33843488,-118377782
12665903,33833528,-118383562
12696073,33759032,-118328714
12697985,33744373,-118309480
12699629,33739152,-118323276
12707845,33786188,-118383754
12718717,33941210,-118081872
12728547,33928708,-118038791
12729550,33922795,-118032923
12730760,33919634,-118012754
12731981,33921834,-117995437
12742116,33904888,-118059092
12764129,34058274,-118045255
12769592,34041896,-117999682
12772882,34045832,-118052385
12779959,34003280,-118062111
12799694,33956883,-118042043
12821985,33995269,-117985412
12824648,33927489,-118017554
12837677,34031529,-117925017
12844705,33986587,-117916429
12868196,34104711,-117730384
12876720,34047981,-117726842
12882330,34075440,-117740756
12904836,34109958,-117809115
12907230,34115058,-117799936
12925179,34088946,-117890752
12939482,34074783,-117948860
12943073,34063335,-117956107
12943741,34056085,-117952705
12947776,34066866,-117917054
12951378,34060176,-117901719
12951501,34057651,-117900514
12954325,34053671,-117914588
12987479,34079087,-117980306
12997680,34106636,-118021417
12997849,34104849,-118017233
13007829,34101795,-118060697
13023107,34113335,-117899102
13034217,34125730,-117868369
13034592,34117169,-117869248
13035970,34110890,-117859506
13044672,34132703,-117825979
13048824,34118228,-117765760
13050063,34135936,-117760946
13050086,34135381,-117760269
13052432,34125450,-117706006
13072100,34047234,-117858982
13074684,33966364,-117836981
13076931,34032075,-117817671
13084840,34015087,-117920217
13086099,34022297,-117899947
13098914,33991748,-117875786
13850317,33944052,-117960201
13870871,33863088,-117952360
13876426,33869279,-117882304
13882661,33825579,-117906068
13894288,33590883,-117864302
13894657,33551464,-117805332
13914732,33849149,-117957442
13926356,33780974,-118080246
13929124,33781138,-117948088
13966806,33726113,-117975299
13988543,33831417,-117970943
13990169,33820734,-117971722
14005763,33800333,-117976835
14011778,33815619,-118016243
14012922,33809559,-118014342
14015439,33832800,-118006000
14049257,33662150,-117958812
14054698,33673731,-117960474
14081804,33726177,-118066602
14082924,33745031,-118019136
14089570,33764345,-118041394
14095792,33778124,-118052798
14104029,33797341,-117920371
14120208,33845847,-118050680
14123445,33856631,-118040303
14147420,33902136,-117922609
14177037,33883688,-117873137
14178276,33883460,-117857865
14183470,33882522,-117829387
14190827,33874521,-117791964
14247435,33763272,-117803137
14248295,33764230,-117838535
14256339,33742959,-117830900
14271199,33661109,-117904290
14275896,33612362,-117918274
14278536,33627613,-117902768
14285986,33727296,-117826614
14302811,33706193,-117789118
14320141,33631088,-117812852
14348380,33725610,-117759494
14365134,33675783,-117627873
14414159,33555046,-117705225
14419415,33516813,-117759017
14434878,33464217,-117653024
14435808,33473100,-117646536
14447045,33454479,-117653389
14477140,33642846,-117628139
14477609,33641294,-117631568
14479088,33598608,-117642136
14487268,33616422,-117653737
14504854,33642959,-117662331
14505069,33653411,-117654955
10713956,34223208,-118611436
10715504,34209284,-118620607
11185466,34613362,-118205243
14323722,33601506,-117837733
14452694,33458456,-117579196
11105351,34421749,-118464978
11186265,34620913,-118183870
17107080,34269762,-119217504
14453742,33464729,-117581058
17194613,34165217,-118994709
11306663,34684088,-118203770
14154297,33935361,-117909487
14457789,33544032,-117641768
14454929,33477554,-117596246
14454771,33474765,-117581068
11958187,34098474,-118225040
11187065,34625082,-118230860
17234892,34280547,-118712604
17095439,34296493,-119154398
17188304,34208354,-119024686
11191791,34590047,-118171014
11318389,34681846,-118229937
14259769,33747608,-117889891
14387149,33597806,-117725112
11462239,33964800,-118429574
17051860,34439970,-119300754
17085704,34262525,-119271054
17137937,34238323,-119024727
17143564,34222096,-119002416
17144920,34225000,-119198326
17145120,34221874,-119194886
17169356,34163449,-119178361
17193740,34176862,-118983811
17200471,34262785,-118871959
17210895,34207926,-118869375
17215025,34240289,-118919262
17224104,34229737,-118849680
17237412,34283758,-118699076
17239502,34297105,-118703728
17245730,34275670,-118734144
17266635,34164363,-118943608
17275239,34182613,-118847846
17276176,34174703,-118837526
17277139,34176134,-118911629
17287925,34180472,-118783711
17288048,34180926,-118779567
10721656,34198968,-118618483
10726793,34177468,-118665909
10734965,34174250,-118655972
10765199,34213938,-118556270
10783148,34181489,-118548994
10795570,34177169,-118582027
10806161,34168193,-118561389
10813582,34155540,-118543824
10815030,34147705,-118556174
10824095,34218755,-118443501
10829467,34196788,-118455372
10864660,34137733,-118458314
10880301,34197803,-118399758
10908422,34147092,-118384210
10913751,34147837,-118410210
10929524,34162551,-118353140
10936961,34184089,-118341385
10937061,34179367,-118343229
10952126,34202454,-118321370
10969338,34303077,-118435480
10979059,34300245,-118417970
10991891,34257976,-118341451
11007749,34323042,-118410082
11010135,34310160,-118502130
11022970,34259879,-118415563
11027006,34228882,-118421828
11049831,34267778,-118470066
11050207,34276168,-118475815
11051091,34267663,-118480118
11054963,34236953,-118492043
11070930,34263752,-118591429
11073593,34268859,-118517515
11099513,34222889,-118554051
11107807,34455725,-118531732
11108937,34443871,-118521071
11122262,34446549,-118491195
11142424,34391375,-118518554
11164187,34385895,-118552937
11178116,34449284,-118621665
11184014,34618557,-118183629
11190092,34600438,-118161957
11198227,34563161,-118124625
11199678,34560386,-118099455
11201084,34577728,-118094950
11210869,34570701,-118039216
11213243,34563271,-118054215
11240530,34542646,-118129205
11241389,34483874,-118151986
11277301,34706001,-118150020
11283521,34651724,-118131668
11286583,34694222,-118143965
11286667,34690302,-118142816
11291416,34688868,-118126127
11301405,34677251,-118081446
11418271,33921715,-118355697
11428717,33904933,-118318289
11448023,33860491,-118335689
11460643,33962114,-118412434
11467289,33957852,-118418747
11482399,33911058,-118375969
11494522,33858898,-118383739
11495511,33862199,-118382845
11498952,33888726,-118381363
11503890,33897132,-118401019
11508127,33882531,-118405922
11529006,33995318,-118396232
11529075,33996794,-118399764
11543804,34001685,-118431912
11548380,33992770,-118458961
11562216,34037495,-118455091
11573374,34028664,-118454389
11607602,34047883,-118416711
11608419,34033550,-118403845
11611281,34052276,-118419592
11638659,34075999,-118407381
11660207,34055402,-118483147
11684252,34025671,-118777136
11724326,34019384,-118337085
11739195,34042097,-118366839
11756126,34058775,-118332464
11859816,34045741,-118089292
11889233,34136582,-118113800
11890486,34141143,-118111420
11918122,34086441,-118089066
11970805,34116468,-118216247
11985176,34068535,-118365548
11986410,34073585,-118365660
11996242,34084565,-118343921
11997678,34080638,-118353654
12032438,34117834,-118325030
12042796,34227467,-118248484
12072166,34166398,-118243278
12072826,34169509,-118239066
12076861,34169704,-118201966
12084321,34129369,-118240033
12087163,34131912,-118227047
12095481,34138031,-118181086
