zipcode,daily commute time,violent_crime_index,property_crime_index,Provider ID,Hospital Name,Location,State,County Name,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,schoolid,schoolname,lat,lng,schoollevel,schooltype,average score,teacher student ratio,enrollment,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
91748,32.0,27.9,34.7,,,,,,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,63375005918.0,Rowland Unified Community Day,33.98337,-117.88813700000001,High,public,6.27,14.3,43.0,62.8,0.0,39.53,48.84,11.63,0.0,-0.0
91748,32.0,27.9,34.7,,,,,,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,63375005213.0,Shelyn Elementary,33.981909,-117.87576100000001,Elementary,public,72.14,20.8,417.0,60.7,1.44,48.92,41.73,4.32,2.64,0.95
91773,34.0,20.7,27.3,50588.0,SAN DIMAS COMMUNITY HOSPITAL,"1350 W COVINA BLVD SAN DIMAS, CA 91773 (34.099423, -117.835006)",CA,LOS ANGELES,"78,501","34,555",41.7,47.7,3.8,13.0,30.6,4.9,,,,,,,,,,,,,,,,
91340,29.0,42.1,45.7,,,,,,"55,217","35,771",31.4,5.6,1.9,1.1,90.2,1.2,62271012926.0,Cesar E. Chavez Learning Academy - Arts/Theatre/Entertain Mag,34.288623,-118.421016,High,public,48.93,17.2,501.0,85.4,5.79,0.8,90.22,2.0,0.2,0.99
91340,29.0,42.1,45.7,,,,,,"55,217","35,771",31.4,5.6,1.9,1.1,90.2,1.2,62271012858.0,Cesar E. Chavez Learning Acads-Academy of Scientific Explr (ASE),34.288623,-118.421016,High,public,51.14,22.5,463.0,79.3,0.86,1.3,94.6,2.81,0.43,0.0
91340,29.0,42.1,45.7,,,,,,"55,217","35,771",31.4,5.6,1.9,1.1,90.2,1.2,62271012895.0,Cesar E. Chavez Learning Acads-Soc Just Humanitas Academy,34.288623,-118.421016,High,public,59.75,17.8,526.0,90.3,1.52,0.19,95.82,2.09,0.19,0.19
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,63442507166.0,Del Mar High,34.098539,-118.099203,High,public,20.18,10.0,51.0,72.5,1.96,5.88,74.51,3.92,9.8,3.93
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,61494001892.0,Dewey Avenue Elementary,34.077625,-118.09330600000001,Elementary,public,67.76,25.5,383.0,84.6,0.26,68.93,29.77,0.26,0.78,-0.0
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,63442503273.0,Gabrielino High,34.082754,-118.091799,High,public,90.94,25.3,1812.0,53.1,0.94,58.11,33.33,4.47,2.65,0.5
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,63442500557.0,Jefferson Middle,34.102026,-118.078185,Middle,public,75.19,22.7,1207.0,56.9,1.24,54.02,36.12,5.55,3.07,0.0
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,63442500572.0,McKinley Elementary,34.082739000000004,-118.10179299999999,Elementary,public,71.67,23.5,586.0,68.8,0.17,73.89,21.5,1.19,3.07,0.18
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,63442507165.0,Options for Youth San Gabriel,34.097669,-118.091284,High,charter,25.09,14.9,1039.0,72.6,4.62,2.89,50.63,23.2,16.75,1.91
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,63442500575.0,Roosevelt Elementary,34.097326,-118.08433899999999,Elementary,public,27.8,24.1,387.0,64.1,1.03,22.22,74.42,1.29,1.03,0.01
91776,28.0,39.7,46.5,50132.0,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)",CA,LOS ANGELES,"48,302","38,322",41.2,8.0,0.6,63.5,26.6,1.3,60015310931.0,San Gabriel High,34.093276,-118.108659,High,public,82.06,28.0,2216.0,75.9,0.41,61.82,34.84,1.35,1.13,0.45
91108,30.0,9.1,15.6,,,,,,"120,152","13,769",46.1,38.6,0.1,49.0,9.6,2.7,63486005884.0,Carver Elementary,34.125762,-118.08951200000001,Elementary,public,98.53,21.3,618.0,2.3,0.65,65.21,4.85,17.64,10.84,0.81
91108,30.0,9.1,15.6,,,,,,"120,152","13,769",46.1,38.6,0.1,49.0,9.6,2.7,63486005885.0,Huntington Middle,34.118109999999994,-118.11445400000001,Middle,public,97.84,20.2,759.0,4.0,0.79,56.79,8.3,25.03,8.96,0.13
91108,30.0,9.1,15.6,,,,,,"120,152","13,769",46.1,38.6,0.1,49.0,9.6,2.7,63486005886.0,San Marino High,34.125234000000006,-118.09884199999999,High,public,96.08,19.7,1119.0,3.3,0.71,61.39,7.6,24.93,5.0,0.37
91108,30.0,9.1,15.6,,,,,,"120,152","13,769",46.1,38.6,0.1,49.0,9.6,2.7,63486005888.0,Valentine Elementary,34.117548,-118.11645700000001,Elementary,public,98.92,21.0,567.0,1.1,0.18,52.91,6.53,26.63,13.76,0.0
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,62718011317.0,Dr. J. Michael McGrath Elementary,34.376028000000005,-118.51377,Elementary,public,70.01,26.0,703.0,82.5,5.12,5.83,80.8,5.55,2.28,0.42
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,63822012288.0,Golden Oak Community,34.392323,-118.455578,Elementary,public,84.71,27.8,556.0,23.6,6.47,14.93,39.03,35.07,4.14,0.36
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,64251010912.0,Golden Valley High,34.39985,-118.49340900000001,High,public,76.3,23.2,2177.0,43.3,8.77,9.97,55.26,21.5,4.36,0.14
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,62718004095.0,Newhall Elementary,34.381762,-118.53205,Elementary,public,55.45,24.2,630.0,91.6,0.48,0.79,94.44,3.49,0.48,0.32
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,62718004097.0,Peachland Avenue Elementary,34.375264,-118.545359,Elementary,public,73.56,23.8,525.0,60.2,0.38,1.9,67.24,28.57,0.95,0.96
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,64251006960.0,Placerita Junior High,34.387722,-118.541198,Middle,public,76.78,23.5,1071.0,29.3,0.93,5.6,52.75,37.54,2.99,0.19
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,63822007883.0,Valley View Community Elementary,34.397308,-118.47503300000001,Elementary,public,75.51,25.0,550.0,66.4,6.55,6.73,67.64,16.36,2.18,0.54
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,62718004098.0,Wiley Canyon Elementary,34.375955,-118.558815,Elementary,public,65.21,25.6,615.0,70.4,0.98,3.74,80.81,11.87,2.28,0.32
91321,30.0,19.4,29.7,,,,,,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,64251006959.0,William S. Hart High,34.384231,-118.53766499999999,High,public,87.1,24.2,2302.0,29.7,1.69,5.08,47.57,41.7,3.65,0.31
91350,35.0,9.8,17.0,,,,,,"97,921","37,149",36.4,56.6,2.0,10.1,26.1,5.2,64251006957.0,Bowman (Jereann) High (Continuation),34.411393,-118.514358,High,public,25.44,23.5,472.0,44.3,4.66,2.33,66.95,22.67,2.75,0.64
91350,35.0,9.8,17.0,,,,,,"97,921","37,149",36.4,56.6,2.0,10.1,26.1,5.2,63597006154.0,Emblem Academy,34.429596000000004,-118.532257,Elementary,public,90.17,23.3,746.0,11.0,4.29,16.62,28.15,47.32,2.95,0.67
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,64251006958.0,Canyon High,34.429226,-118.47358799999999,High,public,84.37,24.1,2243.0,33.2,4.32,5.08,50.16,36.69,3.34,0.41
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,63822010249.0,Canyon Springs Community Elementary,34.419949,-118.468629,Elementary,public,48.25,24.4,515.0,81.9,1.36,1.75,87.77,7.96,1.17,0.0
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,63597006153.0,Cedarcreek Elementary,34.426107,-118.475821,Elementary,public,48.14,27.1,488.0,76.4,1.64,1.84,85.66,10.04,0.82,-0.0
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,64251003268.0,La Mesa Junior High,34.407819,-118.483106,Middle,public,63.25,23.0,1086.0,30.5,7.46,11.05,58.2,19.61,3.31,0.37
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,63822006446.0,Leona H. Cox Community Elementary,34.427203000000006,-118.46143700000002,Elementary,public,66.61,30.1,483.0,62.7,6.83,5.8,61.9,22.15,2.07,1.25
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,63822006447.0,Mint Canyon Community Elementary,34.451519,-118.42047099999999,Elementary,public,56.82,25.3,457.0,80.7,4.6,3.06,78.12,10.94,3.06,0.22
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,63597006157.0,Rio Vista Elementary,34.425763,-118.492733,Elementary,public,50.46,27.5,634.0,61.5,4.42,5.84,65.14,22.56,2.05,0.0
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,64251006962.0,Sierra Vista Junior High,34.419017,-118.47458799999998,Middle,public,72.79,22.4,1092.0,24.4,4.67,6.04,51.1,35.35,2.66,0.18
91351,35.0,8.8,19.5,,,,,,"70,858","32,661",37.4,45.0,2.6,7.0,40.7,4.7,63597006160.0,Skyblue Mesa Elementary,34.433904,-118.482165,Elementary,public,58.95,23.3,514.0,29.4,2.53,10.7,46.89,37.94,1.17,0.77
91354,37.0,9.6,16.5,,,,,,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,64251006956.0,Arroyo Secondary Junior High,34.441609,-118.53709099999999,Middle,public,85.34,25.0,1245.0,7.6,2.33,8.35,31.81,52.69,4.34,0.48
91354,37.0,9.6,16.5,,,,,,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,63597009193.0,Charles Helmers Elementary,34.437131,-118.55207,Elementary,public,84.83,25.2,731.0,9.6,3.56,14.91,14.91,64.3,2.05,0.27
91354,37.0,9.6,16.5,,,,,,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,64251011320.0,Rio Norte Junior High,34.459713,-118.559302,Middle,public,92.07,23.7,1304.0,4.1,3.83,21.09,19.25,48.39,7.36,0.08
91354,37.0,9.6,16.5,,,,,,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,63597010910.0,Tesoro del Valle Elementary,34.469085,-118.558196,Elementary,public,85.73,28.0,618.0,8.1,5.83,21.52,15.7,54.85,1.46,0.64
91354,37.0,9.6,16.5,,,,,,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,63597012401.0,West Creek Academy,34.458254,-118.56878700000001,Elementary,public,94.42,26.7,963.0,5.0,4.26,36.34,17.03,38.53,3.22,0.62
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,64251008517.0,Academy of the Canyons,34.399315,-118.570879,High,public,98.55,31.4,407.0,8.4,1.47,36.12,22.36,34.64,5.41,0.0
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,60000113903.0,Albert Einstein Academy for Letters Arts and Sciences-STEAM,34.39049,-118.549121,Elementary,charter,60.87,26.4,476.0,10.7,8.19,27.94,19.33,37.18,6.72,0.64
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,63597010535.0,Bridgeport Elementary,34.426812,-118.55026399999998,Elementary,public,88.93,27.1,870.0,10.2,5.4,25.29,18.97,46.55,3.22,0.57
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,64251007369.0,Learning Post High (Alternative),34.404841,-118.568678,High,virtual,81.63,21.9,156.0,8.3,0.64,6.41,17.95,67.31,7.69,0.0
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,62718004094.0,Meadows Elementary,34.391453999999996,-118.55487600000001,Elementary,public,91.55,24.3,633.0,21.2,1.26,9.0,34.12,49.13,6.48,0.01
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,64251011906.0,Mission View Public,34.41583,-118.55278100000001,Alternative,charter,25.16,22.6,1841.0,85.8,10.86,1.58,75.72,8.8,2.55,0.49
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,63597008063.0,North Park Elementary,34.455425,-118.54532900000001,Elementary,public,73.99,25.8,698.0,16.0,5.73,14.33,24.64,54.01,0.72,0.57
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,62718004096.0,Old Orchard Elementary,34.381332,-118.54776299999999,Elementary,public,70.4,22.6,452.0,42.5,1.33,1.77,56.64,34.29,5.53,0.44
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,64251008070.0,Opportunities for Learning - Santa Clarita,34.152229,-118.07866000000001,High,charter,24.77,13.4,1202.0,72.8,11.98,1.25,29.2,27.87,25.54,4.16
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,64251003264.0,Valencia High,34.443076,-118.56214299999999,High,public,89.72,24.8,3052.0,10.6,4.06,17.3,26.61,45.31,6.52,0.2
91355,33.0,10.9,20.1,50624.0,HENRY MAYO NEWHALL  HOSPITAL,"23845 MCBEAN PKWY VALENCIA, CA 91355 (34.396342, -118.553143)",CA,LOS ANGELES,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,62718009410.0,Valencia Valley Elementary,34.408505,-118.547226,Elementary,public,93.74,25.1,703.0,15.2,1.99,9.82,29.73,49.79,8.11,0.56
91387,39.0,9.5,21.1,,,,,,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,63822010536.0,Fair Oaks Ranch Community,34.403956,-118.447938,Elementary,public,80.2,28.7,979.0,39.5,7.05,17.57,41.27,26.05,7.56,0.5
91387,39.0,9.5,21.1,,,,,,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,63822006448.0,Mitchell Community Elementary,34.428884000000004,-118.42961100000001,Elementary,public,68.75,25.0,627.0,45.9,6.7,6.7,52.31,29.35,4.47,0.47
91387,39.0,9.5,21.1,,,,,,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,63822009448.0,Pinetree Community Elementary,34.435356,-118.402527,Elementary,public,74.41,26.0,574.0,34.3,3.66,8.54,41.46,43.03,2.96,0.35
91387,39.0,9.5,21.1,,,,,,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,63822006450.0,Sulphur Springs Community Elementary,34.419191999999995,-118.42648899999999,Elementary,public,78.13,26.4,629.0,28.8,4.13,11.61,38.47,40.7,4.93,0.16
91390,39.0,9.5,16.0,,,,,,"105,659","19,521",41.6,66.0,1.4,5.9,20.5,6.2,,,,,,,,,,,,,,,,
90670,31.0,39.0,53.2,,,,,,"51,935","16,642",37.1,11.2,4.0,5.0,78.6,1.2,62193002601.0,Jersey Avenue Elementary,33.953369,-118.08213300000001,Elementary,public,63.84,25.3,482.0,66.8,0.83,1.24,94.61,2.7,0.41,0.21
90670,31.0,39.0,53.2,,,,,,"51,935","16,642",37.1,11.2,4.0,5.0,78.6,1.2,62193002602.0,Lake Center Middle,33.938575,-118.08388300000001,Middle,public,59.27,21.1,872.0,67.3,1.72,1.15,90.48,5.62,0.46,0.57
90670,31.0,39.0,53.2,,,,,,"51,935","16,642",37.1,11.2,4.0,5.0,78.6,1.2,62193002605.0,Lakeview Elementary,33.943487,-118.088555,Elementary,public,59.54,24.0,554.0,62.5,1.62,1.99,90.43,4.87,0.9,0.19
90670,31.0,39.0,53.2,,,,,,"51,935","16,642",37.1,11.2,4.0,5.0,78.6,1.2,62289003502.0,Rancho Santa Gertrudes Elementary,33.955028000000006,-118.08115900000001,Elementary,public,33.23,21.6,376.0,82.7,0.27,0.8,96.01,1.6,0.27,1.05
90670,31.0,39.0,53.2,,,,,,"51,935","16,642",37.1,11.2,4.0,5.0,78.6,1.2,64248006954.0,Santa Fe High,33.940290999999995,-118.08923700000001,High,public,67.19,26.9,2321.0,73.2,1.85,1.64,89.92,6.12,0.17,0.3
90401,27.0,47.9,62.0,,,,,,"60,802","7,485",39.8,64.5,4.2,10.4,16.1,4.8,,,,,,,,,,,,,,,,
90402,27.0,21.2,32.3,,,,,,"131,607","11,681",37.4,83.2,1.3,5.4,5.7,4.4,62271002894.0,Canyon Charter Elementary,34.031742,-118.51218200000001,Elementary,charter,98.88,21.5,388.0,5.4,2.32,5.67,7.73,72.16,12.11,0.01
90403,27.0,37.5,50.9,,,,,,"72,366","24,764",39.2,78.6,2.3,8.7,7.5,2.9,63570006090.0,Franklin Elementary,34.03946,-118.48508600000001,Elementary,public,98.17,23.7,808.0,4.5,2.72,11.14,8.66,71.04,6.44,-0.0
90403,27.0,37.5,50.9,,,,,,"72,366","24,764",39.2,78.6,2.3,8.7,7.5,2.9,63570006093.0,Lincoln Middle,34.029340000000005,-118.489768,Middle,public,93.09,24.9,1069.0,16.8,5.24,9.35,18.15,60.43,6.55,0.28
90403,27.0,37.5,50.9,,,,,,"72,366","24,764",39.2,78.6,2.3,8.7,7.5,2.9,63570006101.0,Roosevelt Elementary,34.028607,-118.50108600000002,Elementary,public,96.14,23.3,794.0,11.5,4.53,9.45,10.33,70.78,4.66,0.25
90404,24.0,45.6,58.5,50290.0,PROVIDENCE SAINT JOHN'S HEALTH CENTER,"2121 SANTA MONICA BLVD SANTA MONICA, CA 90404 (34.03007, -118.478305)",CA,LOS ANGELES,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4.0,63570006089.0,Edison Elementary,34.0242,-118.46531200000001,Elementary,public,89.49,23.5,448.0,46.4,2.9,3.35,71.21,21.65,0.45,0.44
90404,24.0,45.6,58.5,50290.0,PROVIDENCE SAINT JOHN'S HEALTH CENTER,"2121 SANTA MONICA BLVD SANTA MONICA, CA 90404 (34.03007, -118.478305)",CA,LOS ANGELES,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4.0,63570006096.0,McKinley Elementary,34.031809,-118.476941,Elementary,public,77.57,22.3,537.0,37.1,8.57,8.94,36.5,40.41,5.59,0.0
90404,24.0,45.6,58.5,50112.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,"1250 16TH STREET SANTA MONICA, CA 90404 (34.027776, -118.486315)",CA,LOS ANGELES,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4.0,63570006089.0,Edison Elementary,34.0242,-118.46531200000001,Elementary,public,89.49,23.5,448.0,46.4,2.9,3.35,71.21,21.65,0.45,0.44
90404,24.0,45.6,58.5,50112.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,"1250 16TH STREET SANTA MONICA, CA 90404 (34.027776, -118.486315)",CA,LOS ANGELES,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4.0,63570006096.0,McKinley Elementary,34.031809,-118.476941,Elementary,public,77.57,22.3,537.0,37.1,8.57,8.94,36.5,40.41,5.59,0.0
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570006091.0,Grant Elementary,34.019121000000005,-118.462166,Elementary,public,91.64,23.5,625.0,29.8,10.08,6.88,31.84,45.28,5.6,0.32
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570006085.0,John Adams Middle,34.013279,-118.46951299999999,Middle,public,71.1,21.7,1065.0,40.8,9.01,4.23,47.98,32.58,5.26,0.94
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570006097.0,John Muir Elementary,34.005309000000004,-118.48069699999999,Elementary,public,51.64,20.2,284.0,51.1,15.49,2.46,39.44,35.56,6.34,0.71
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570006098.0,Olympic High (Continuation),34.006249,-118.477902,High,public,17.35,15.1,78.0,52.6,12.82,0.0,60.26,20.51,6.41,0.0
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570007360.0,Santa Monica Alternative (K-8),34.005278999999994,-118.481141,Elementary,public,75.37,22.8,228.0,7.0,3.51,2.19,17.54,58.33,17.98,0.45
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570006102.0,Santa Monica High,34.011294,-118.485945,High,public,87.06,21.8,2824.0,26.9,8.78,8.07,36.44,38.1,8.29,0.32
90405,27.0,38.2,50.7,,,,,,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,63570006100.0,Will Rogers Elementary,34.012171,-118.47123799999999,Elementary,public,77.33,24.4,537.0,43.4,10.06,2.98,48.23,31.28,6.33,1.12
91024,30.0,18.6,24.5,,,,,,"90,780","11,061",45.8,69.9,1.5,10.5,14.3,3.8,62994004687.0,Sierra Madre Elementary,34.164773,-118.055877,Elementary,public,87.78,25.4,643.0,17.6,5.29,9.49,24.42,58.63,2.18,0.0
91024,30.0,18.6,24.5,,,,,,"90,780","11,061",45.8,69.9,1.5,10.5,14.3,3.8,62994013343.0,Sierra Madre Middle,34.16488,-118.044099,Middle,public,77.32,30.5,483.0,22.6,7.87,8.7,24.22,54.04,4.14,1.03
90755,32.0,38.9,54.1,,,,,,"67,878","11,581",35.2,27.3,12.8,22.4,31.2,6.3,62250009902.0,Alvarado Elementary,33.794737,-118.16863500000001,Elementary,public,69.36,25.1,412.0,80.8,8.98,31.8,47.09,5.1,5.1,1.93
90755,32.0,38.9,54.1,,,,,,"67,878","11,581",35.2,27.3,12.8,22.4,31.2,6.3,62250002708.0,Jessie Nelson Academy,33.793015999999994,-118.16957,Middle,public,42.66,25.7,785.0,91.3,13.38,21.27,60.0,1.66,2.29,1.4
90755,32.0,38.9,54.1,,,,,,"67,878","11,581",35.2,27.3,12.8,22.4,31.2,6.3,62250002757.0,Signal Hill Elementary,33.798694,-118.172726,Elementary,public,64.11,25.7,731.0,90.2,14.64,24.76,52.67,2.05,4.79,1.09
90280,32.0,53.8,58.4,,,,,,"43,526","95,420",30.6,2.8,0.6,0.8,95.6,0.2,,,,,,,,,,,,,,,,
91030,30.0,27.6,37.4,,,,,,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,63750006332.0,Arroyo Vista Elementary,34.1138,-118.166992,Elementary,public,97.06,25.4,713.0,8.3,0.84,27.07,23.84,31.28,16.83,0.14
91030,30.0,27.6,37.4,,,,,,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,63750006333.0,Marengo Elementary,34.10946,-118.14641200000001,Elementary,public,97.08,26.1,758.0,12.9,1.58,37.73,20.18,27.57,12.66,0.28
91030,30.0,27.6,37.4,,,,,,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,63750006334.0,Monterey Hills Elementary,34.103866,-118.164374,Elementary,public,95.93,23.5,644.0,11.3,2.48,33.23,27.17,23.29,13.51,0.32
91030,30.0,27.6,37.4,,,,,,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,63750006337.0,South Pasadena Middle,34.108018,-118.14946299999998,Middle,public,96.81,24.1,1166.0,15.4,1.54,33.88,23.93,30.45,9.95,0.25
91030,30.0,27.6,37.4,,,,,,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,63750006338.0,South Pasadena Senior High,34.109411,-118.15340900000001,High,public,93.63,22.2,1486.0,15.3,2.22,39.7,24.7,27.52,5.32,0.54
90604,31.0,30.6,37.4,,,,,,"65,640","41,369",35.2,26.9,0.5,5.3,64.7,2.6,64248006950.0,California High,33.943585999999996,-118.02321299999998,High,public,64.95,28.1,2818.0,73.8,0.25,2.38,89.74,7.03,0.21,0.39
